,county,price,house_type,house_address
4972,dublin,425000, End of Terrace House,"16 St. Josephs Square, Clontarf, Dublin 3"
4973,dublin,545000, Terraced House,"73 Tudor Lawns, Foxrock, Dublin 18"
4974,dublin,590000, End of Terrace House,"180 Botanic Avenue Lisheen, Drumcondra, Dublin 9"
4975,dublin,280000, Terraced House,"3, Elder Heath Vale, Kiltipper, Tallaght, Dublin 24"
4976,dublin,275000, Terraced House,"42 Kildare Road, Crumlin, Dublin 12"
4977,dublin,425000, Semi-Detached House,"21 Luttrellstown Place, Castleknock, Dublin 15"
4978,dublin,225000, End of Terrace House,"Hastings Green, Balbriggan, Co. Dublin"
4979,dublin,274950, End of Terrace House,"59 Slievenamon Road, Drimnagh, Dublin 12"
4980,dublin,245000, Terraced House,"91 Craoibhin Park, Balbriggan, Co. Dublin"
4981,dublin,295000, Semi-Detached House,"43 Hillcrest Drive, Lucan, Co. Dublin"
4982,dublin,545000, Semi-Detached House,"18 College Park Way, Ballinteer, Dublin 16"
4983,dublin,1000000, End of Terrace House,"Private Sale, Dun Laoghaire, Co. Dublin"
4984,dublin,675000, Semi-Detached House,"119 Donnybrook Manor, Donnybrook, Dublin 4"
4985,dublin,795000, Semi-Detached House,"1 Yale, Ardilea, Roebuck Road, Clonskeagh, Dublin 14"
4986,dublin,675000, Semi-Detached House,"15 Copeland Avenue, Clontarf, Dublin 3"
4987,dublin,430000, Semi-Detached House,"2 Churchfield Close, Skerries, Co. Dublin"
4988,dublin,925000, Detached House,"6 Trees Avenue, Mount Merrion, Co. Dublin"
4989,dublin,895000, Detached House,"1 Avondale Road, Killiney, Co. Dublin"
4990,dublin,340000, Semi-Detached House,"30 Ardgillen Lawn, Balbriggan, Co. Dublin"
4991,dublin,750000, Semi-Detached House,"36 Raheny Park, Raheny, Dublin 5"
4992,dublin,275000, Terraced House,"14 O'Sullivan Avenue, Ballybough, Dublin 3"
4993,dublin,1350000, Terraced House,"47 Montpelier Parade, Monkstown, Co. Dublin"
4994,dublin,1500000, Terraced House,"12 Victoria Street, Portobello, Dublin 8"
4995,dublin,310000, Semi-Detached House,"59 Monastery Gate Avenue, Clondalkin, Dublin 22"
4996,dublin,390000, Townhouse,"9 Willow Bank, Sandyford Road, Dundrum, Dublin 16"
4997,dublin,275000, Terraced House,"14 Willans Avenue, Ongar Green, Ongar, Dublin 15"
4998,dublin,230000, Terraced House,"170 Downpatrick Road, Crumlin, Dublin 12"
4999,dublin,600000, Semi-Detached House,"47 Gainsborough Park, Malahide, Co. Dublin"
5000,dublin,319000, Terraced House,"7 Hughes Road East, Walkinstown, Dublin 12"
5001,dublin,720000, Detached House,"9 Upper Carrickhill Road, Portmarnock, Co. Dublin"
5002,dublin,490000, Semi-Detached House,"27 Seabury Meadows, Malahide, Co. Dublin"
5003,dublin,530000, Semi-Detached House,"21 Wainsfort Crescent, Terenure, Dublin 6w"
5004,dublin,1200000, Detached House,"Bawncrest, Windgate Rise, Howth, Dublin 13"
5005,dublin,434950, Semi-Detached House,"10 Willington Grove, Templeogue, Dublin 6w"
5006,dublin,730000, Semi-Detached House,"14 Kincora Drive, Clontarf, Dublin 3"
5007,dublin,695000, End of Terrace House,"152 Lower Kimmage Road, Harold's Cross, Dublin 6w"
5008,dublin,975000, Semi-Detached House,"3 Somerton Mews, Castleknock Golf Course, Castleknock, Dublin 15"
5009,dublin,270000, Terraced House,"12 Seatown Terrace, Swords, Co. Dublin"
5010,dublin,320000, Detached House,"13 Killakee Court, Firhouse, Dublin 24"
5011,dublin,525000, Terraced House,"24 St Brigids Road Lower, Drumcondra, Dublin 9"
5012,dublin,350000, End of Terrace House,"407 Carnlough Road, Cabra, Dublin 7"
5013,dublin,525000, Terraced House,"26 New Cabra Road, Dublin 7"
5014,dublin,500000, Semi-Detached House,"38 Barton Drive, Rathfarnham, Dublin 14"
5015,dublin,350000, Terraced House,"528 North Circular Road, Dublin 1"
5016,dublin,349000, Semi-Detached House,"3 Tree Park Avenue, Kilnamanagh, Dublin 24"
5017,dublin,280000, Terraced House,"24 The Walk, Summerseat, Clonee, Dublin 15"
5018,dublin,950000, Semi-Detached House,"32 Glandore Road, Drumcondra, Dublin 9"
5019,dublin,1650000, Terraced House,"39 Strand Road, Sandymount, Dublin 4"
5020,dublin,375000, End of Terrace House,"29 Blackhorse Grove, North Circular Road, Dublin 7"
5021,dublin,500000, Detached House,"34 Castleknock Laurels, Castleknock, Dublin 15"
5022,dublin,240000, Terraced House,"75 Cherrywood Villas, Clondalkin, Dublin 22"
5023,dublin,385000, Semi-Detached House,"56 Cedar Park, Ridgewood, Swords, Co. Dublin"
5024,dublin,775000, Terraced House,"2 & 3 Lurgan Street, Dublin 7"
5025,dublin,345000, Terraced House,"15 St. Peter's Terrace, St. Peter's Road, Walkinstown, Dublin 12"
5026,dublin,450000, Terraced House,"Athlumney Villas, Ranelagh, Dublin 6"
5027,dublin,295000, Terraced House,"53 Merchants Square, East Wall, Dublin 3"
5028,dublin,950000, Terraced House,"40 Synge Street, Portobello, Dublin 8"
5029,dublin,725000, End of Terrace House,"35 Wilfield Road, Sandymount, Dublin 4"
5030,dublin,260000, Terraced House,"11 Millrace Park, Saggart, Co. Dublin"
5031,dublin,499000, Terraced House,"11 Lennox Place, Portobello, Dublin 8"
5032,dublin,530000, Semi-Detached House,"12 Ballygossan Park, Skerries, Co. Dublin"
5033,dublin,645000, Semi-Detached House,"55 Springhill Park, Killiney, Co. Dublin"
5034,dublin,259000, Terraced House,"126 St Eithne Road, Cabra, Dublin 7"
5035,dublin,250000, Detached House,"24 Hayworth Mews, Ongar Park, Ongar, Dublin 15"
5036,dublin,350000, Terraced House,"86 Pearse Brothers Park, Rathfarnham, Dublin 16"
5037,dublin,415000, Semi-Detached House,"92 Ballygossan Park, The Links, Skerries, Co. Dublin"
5038,dublin,145000, Townhouse,"55 Brecan Close, Balbriggan, Co. Dublin"
5039,dublin,285000, Terraced House,"10 Mount Andrew Crescent, Lucan, Co. Dublin"
5040,dublin,227500, Terraced House,"33 Millcourt Drive, Clondalkin, Dublin 22"
5041,dublin,475000, Terraced House,"30 The Crescent, Binn Eadair View, Sutton, Dublin 13"
5042,dublin,502500,House for sale,"""Glaslinn"", Donabate, Co. Dublin"
5043,dublin,450000, Semi-Detached House,"11 Warren Green, Baldoyle, Dublin 13"
5044,dublin,415000, Terraced House,"81 Maryville Road, Raheny, Dublin 5"
5045,dublin,695000, Semi-Detached House,"17 Fortfield Road, Terenure, Dublin 6"
5046,dublin,320000, Semi-Detached House,"2 Rosebank, Old Bawn, Tallaght, Dublin 24"
5047,dublin,695000, Semi-Detached House,"37 Diswellstown Manor, Castleknock, Dublin 15"
5048,dublin,810000, Semi-Detached House,"25 Nutgrove Park, Clonskeagh, Dublin 14"
5049,dublin,335000, Terraced House,"10 Swilly Road, Cabra, Dublin 7"
5050,dublin,330000, Terraced House,"16 Great Western Villas, Phibsborough, Dublin 7"
5051,dublin,295000, Semi-Detached House,"6 Clifton Park, Shankill, Dublin 18"
5052,dublin,260000, Townhouse,"87 Cois Inbhir, Donabate, Co. Dublin"
5053,dublin,385000, Terraced House,"24 Binn Eadair View, Sutton, Dublin 13"
5054,dublin,215000, End of Terrace House,"35 Woodford Downs, Clondalkin, Dublin 22"
5055,dublin,289950, Detached House,"1 Park Boulevard, Tyrrelstown, Dublin 15"
5056,dublin,374950, End of Terrace House,"48 Lein Road, Artane, Dublin 5"
5057,dublin,259950, Terraced House,"129 Annamore Drive, Cabra, Dublin 7"
5058,dublin,320000, Semi-Detached House,"10 Foxborough Downs, Lucan, Co. Dublin"
5059,dublin,460000, Terraced House,"53a Binn Eadair View, Sutton, Dublin 13"
5060,dublin,940000, Semi-Detached House,"73 Trees Road, Mount Merrion, Co. Dublin"
5061,dublin,495000, Semi-Detached House,"49 Rose Park, Kill Avenue, Dun Laoghaire, Co. Dublin"
5062,dublin,319000, Semi-Detached House,"24 Ash Park Court, Lucan, Co. Dublin"
5063,dublin,420000, Semi-Detached House,"165 Wheatfield Road, Palmerstown, Dublin 20"
5064,dublin,334950, Semi-Detached House,"32 Lohunda Crescent, Clonsilla, Dublin 15"
5065,dublin,495000, Terraced House,"137 Lower Georges Street, Dun Laoghaire, Co. Dublin"
5066,dublin,370000, Semi-Detached House,"54 Carrigmore Avenue, Saggart, Co. Dublin"
5067,dublin,285000, Semi-Detached House,"15 Foxborough Hill, Lucan, Co. Dublin"
5068,dublin,370000, Semi-Detached House,"54 Carrigmore Avenue, Citywest, Co. Dublin"
5069,dublin,295000, Terraced House,"120 Dingle Road, Cabra, Dublin 7"
5070,dublin,375000, Terraced House,"1 Findlater Street, Glasthule, Co. Dublin"
5071,dublin,875000, Detached House,"24 The Elms, Stillorgan Road, Donnybrook, Dublin 4"
5072,dublin,630000, Semi-Detached House,"29 Killeen Avenue, Malahide, Co. Dublin"
5073,dublin,924950, Terraced House,"4 Edward Terrace, Sorrento Road, Dalkey, Co. Dublin"
5074,dublin,275000, Terraced House,"30 Rialto Street, Rialto, Dublin 8"
5075,dublin,250000, Terraced House,"42 Cleggan Avenue, Ballyfermot, Dublin 10"
5076,dublin,360000, Semi-Detached House,"47 Summerfield Rise, Clonsilla, Dublin 15"
5077,dublin,400000, Semi-Detached House,"85 Pinebrook Drive, Artane, Dublin 5"
5078,dublin,400000, Terraced House,"35 Carnew Street, Stoneybatter, Dublin 7"
5079,dublin,725000, Detached House,"1A Ashfield, Templeogue, Dublin 6w"
5080,dublin,295000, Terraced House,"16 Erris Road, Cabra, Dublin 7"
5081,dublin,2450000, Detached House,"Pine Lodge, Carrickbrack Road, Howth, Dublin 13"
5082,dublin,875000, Semi-Detached House,"The Ascot, 127A Meadow Mount, Churchtown, Dublin 14"
5083,dublin,320000, Semi-Detached House,"5 Raheen Road, Tallaght, Dublin 24"
5084,dublin,845000, Semi-Detached House,"The Barton, 127B Meadow Mount, Churchtown, Dublin 14"
5085,dublin,595000, Detached House,"1 Ashfield, Templeogue, Dublin 6w"
5086,dublin,549950, Detached House,"'Kilbroney', Cabin Hill, Naul, Co. Dublin"
5087,dublin,595000, Semi-Detached House,"129 The Maples, Bird Avenue, Clonskeagh, Dublin 14"
5088,dublin,320000, Semi-Detached House,"47 The Paddocks, Adamstown, Lucan, Co. Dublin"
5089,dublin,390000, Semi-Detached House,"23 Sorrel Heath, Clonsilla, Dublin 15"
5090,dublin,805000, Terraced House,"The Alder, Fairways, Dun Laoghaire, Co. Dublin"
5091,dublin,660000, Detached House,"2a Auburn Drive, Castleknock, Dublin 15"
5092,dublin,275000, Terraced House,"3 Wilson's Terrace, Meath Street, Dublin 8"
5093,dublin,325000, Semi-Detached House,"65 Brookdale Lawns, Swords, Co. Dublin"
5094,dublin,555000, Terraced House,"65 Woodside, Dodder Park Road, Rathfarnham, Dublin 14"
5095,dublin,349950, Semi-Detached House,"2 Castle Close, Clondalkin, Dublin 22"
5096,dublin,425000, Terraced House,"146 Mulvey Park, Dundrum, Dublin 14"
5097,dublin,380000, Semi-Detached House,"30 Berwick Rise, Swords, Co. Dublin"
5098,dublin,520000, Semi-Detached House,"33 Whitecliff, Dundrum, Dublin 16"
5099,dublin,295000, End of Terrace House,"24 Monksfield Lawns, Clondalkin, Dublin 22"
5100,dublin,224950, Terraced House,"26 Curragh Hall Green, Tyrrelstown, Dublin 15"
5101,dublin,495000, Terraced House,"42 Penrose Street, Ringsend, Dublin 4"
5102,dublin,575000, Terraced House,"4 Dollymount Park, Clontarf, Dublin 3"
5103,dublin,275000, End of Terrace House,"85 Benmadigan Road, Drimnagh, Dublin 12"
5104,dublin,1100000, Detached House,"""The Old School House"" 19 Burrow Road, Sutton, Dublin 13"
5105,dublin,350000, Terraced House,"88 Leix Road, Cabra, Dublin 7"
5106,dublin,745000, Semi-Detached House,"Auburn, 32 Hillcourt Road, Glenageary, Co. Dublin"
5107,dublin,295000, Semi-Detached House,"76 Latchford Green, Clonsilla, Dublin 15"
5108,dublin,1325000, Detached House,"'Dunluce' 131 Mount Merrion Avenue, Blackrock, Co. Dublin"
5109,dublin,560000, Semi-Detached House,"23 Wheatfield Road, Portmarnock, Co. Dublin"
5110,dublin,225000, Terraced House,"61 Castleland Court, Balbriggan, Co. Dublin"
5111,dublin,650000, Semi-Detached House,"22 Cypress Grove North, Templeogue, Dublin 6w"
5112,dublin,580000, Semi-Detached House,"112 Barton Road East, Dundrum, Dublin 14"
5113,dublin,349000, Detached House,"31 Balruddery Fields, Balrothery, Co. Dublin"
5114,dublin,885000, Terraced House,"The Birch, Fairways, Dun Laoghaire, Co. Dublin"
5115,dublin,595000, End of Terrace House,"'Arya' & The Mews, 114 Sycamore Road, Glasnevin, Dublin 11"
5116,dublin,595000, Semi-Detached House,"30 Lakelands Close, Stillorgan, Co. Dublin"
5117,dublin,515000, Semi-Detached House,"64 Maple Manor, Cabinteely, Dublin 18"
5118,dublin,340000, End of Terrace House,"24 Cedar Park, Ridgewood, Swords, Co. Dublin"
5119,dublin,565000, Terraced House,"28 Brookwood Park, Artane, Dublin 5"
5120,dublin,950000, Semi-Detached House,"Manderlay, 49 Slieve Rua Drive, Stillorgan, Co. Dublin"
5121,dublin,649950, Semi-Detached House,"Private Sale, Off Pottery Road, Dun Laoghaire, Co. Dublin"
5122,dublin,480000, Terraced House,"58 Fontenoy Street, Dublin 1"
5123,dublin,1475000, Detached House,"25 Mather Road South, Mount Merrion, Co. Dublin"
5124,dublin,390000, Semi-Detached House,"381 Collinswood, Whitehall, Dublin 9"
5125,dublin,340000, Semi-Detached House,"7 St Mochtas Green, Clonsilla, Dublin 15"
5126,dublin,795000, Semi-Detached House,"2 Ramleh Park, Milltown, Dublin 6"
5127,dublin,400000, Semi-Detached House,"24 Castleknock Close, Laurel Lodge, Castleknock, Dublin 15"
5128,dublin,470000, Semi-Detached House,"8 Glenbourne Way, Leopardstown, Dublin 18"
5129,dublin,249950, End of Terrace House,"3 Belfry Close, Citywest, Co. Dublin"
5130,dublin,189950, Terraced House,"27 Thomond Road, Ballyfermot, Dublin 10"
5131,dublin,320000, Terraced House,"21 Laurence Brook, Chapelizod, Dublin 20"
5132,dublin,315000, End of Terrace House,"27a The Orchard, Woodfarm Acres, Palmerstown, Dublin 20"
5133,dublin,200000, Terraced House,"26 Rutland Avenue, Crumlin, Dublin 12"
5134,dublin,925000, Semi-Detached House,"17 Farney Park, Sandymount, Dublin 4"
5135,dublin,725000, Detached House,"1A Ashfield, Templeogue, Dublin 6w"
5136,dublin,545000, Semi-Detached House,"31 Glencairn Drive, The Gallops, Leopardstown, Dublin 18"
5137,dublin,330000, Semi-Detached House,"11 Lohunda Crescent, Clonsilla, Dublin 15"
5138,dublin,259000, End of Terrace House,"18b Clonliffe Avenue, Drumcondra, Dublin 9"
5139,dublin,575000, Semi-Detached House,"8 Acorn Road, Dundrum, Dublin 16"
5140,dublin,345000, Semi-Detached House,"213 Littlepace Meadows, Clonee, Dublin 15"
5141,dublin,290000, End of Terrace House,"5 Castleview Heath, Swords, Co. Dublin"
5142,dublin,350000, Terraced House,"39 Bayside Square South, Sutton, Dublin 13"
5143,dublin,395000, Semi-Detached House,"1 The View, Belgard Heights, Tallaght, Dublin 24"
5144,dublin,470000, Townhouse,"29, Balbriggan Street, Skerries, Co. Dublin"
5145,dublin,495000, Terraced House,"18 Fleurville, Blackrock, Co. Dublin"
5146,dublin,450000, Semi-Detached House,"16 Stocking Wood Rise, Stocking Avenue, Rathfarnham, Dublin 16"
5147,dublin,635000, Detached House,"149 Carr's Mill, Beaverstown Road, Rahillion, Donabate, Co. Dublin"
5148,dublin,274950, Semi-Detached House,"14 Willow Wood Rise, Clonsilla, Dublin 15"
5149,dublin,625000, Semi-Detached House,"58 South Park, Foxrock, Dublin 18"
5150,dublin,460000, Terraced House,"42 Seamount Road, Malahide, Co Dublin, Malahide, Co. Dublin"
5151,dublin,299950, Semi-Detached House,"1 Cherryfield Park, Clonsilla, Dublin 15"
5152,dublin,395000, Semi-Detached House,"89 Willow Park Road, Glasnevin, Dublin 11"
5153,dublin,475000, Terraced House,"101 Sandyford Downs, Sandyford Village, Sandyford, Dublin 18"
5154,dublin,525000, Terraced House,"1 De Burgh Road, Infirmary Road, Dublin 7"
5155,dublin,515000, Semi-Detached House,"34 Church Street, Skerries, Co. Dublin"
5156,dublin,425000, Detached House,"38 Redwood, Hollystown, Dublin 15"
5157,dublin,575000, Semi-Detached House,"46 Park Drive Close, Castleknock, Dublin 15"
5158,dublin,259950, Semi-Detached House,"81 Rusheeney Avenue, Clonsilla, Dublin 15"
5159,dublin,320000, End of Terrace House,"18 Olaf Road, Stoneybatter, Dublin 7"
5160,dublin,325000, Semi-Detached House,"85 Annaly Road, Cabra, Dublin 7"
5161,dublin,235000, Terraced House,"42 Phoenix Street, The Ranch, Ballyfermot, Dublin 10"
5162,dublin,474950, Semi-Detached House,"165 & 165a Shanliss Avenue, Santry, Dublin 9"
5163,dublin,325000, Semi-Detached House,"30 The Old Forge, Lucan, Co. Dublin"
5164,dublin,320000, Semi-Detached House,"47 The Paddocks View, Adamstown, Co. Dublin"
5165,dublin,850000, Terraced House,"76 Upper Dorset Street, Dublin 1"
5166,dublin,295000, Terraced House,"36 McKee Road, Finglas, Dublin 11"
5167,dublin,375000, Semi-Detached House,"4 Fairways Green, Finglas, Dublin 11"
5168,dublin,475000, Terraced House,"7 Isolda Road, Ringsend, Dublin 4"
5169,dublin,398000, Semi-Detached House,"60 Grange Park Grove, Raheny, Dublin 5"
5170,dublin,350000, Terraced House,"2 Fernleigh Close, Castleknock, Dublin 15"
5171,dublin,499000, Semi-Detached House,"3 Woodstown Lawn, Knocklyon, Dublin 16"
5172,dublin,475000, Semi-Detached House,"47 Daleview, Ballybrack, Co. Dublin"
5173,dublin,330000, Semi-Detached House,"4 Templeview Square, Clarehall, Dublin 13"
5174,dublin,310000, Semi-Detached House,"3 Kilkieran Road, Cabra, Dublin 7"
5175,dublin,369950, Terraced House,"46 Elizabeth Street, Drumcondra, Dublin 9"
5176,dublin,280000, End of Terrace House,"10 Silken Park Drive, Citywest, Co. Dublin"
5177,dublin,475000, Terraced House,"19 Newtown Villas, Blackrock, Co. Dublin"
5178,dublin,599000, Detached House,"47 Willington Avenue, Templeogue, Dublin 6w"
5179,dublin,335000, End of Terrace House,"10 Hunters Place, Hunterswood, Ballycullen, Dublin 24"
5180,dublin,270000, End of Terrace House,"41 Thornville Avenue, Kilbarrack, Dublin 5"
5181,dublin,519000, Terraced House,"4 The Laurels, Mount Prospect Avenue, Clontarf, Dublin 3"
5182,dublin,380000, Terraced House,"17 Castlemoyne, Balgriffin, Dublin 13"
5183,dublin,375000, Semi-Detached House,"24 Monalea Grove, Firhouse, Dublin 24"
5184,dublin,225000, Semi-Detached House,"17B Ard Macha, Old Bawn, Tallaght, Dublin 24"
5185,dublin,364950, Semi-Detached House,"53 Sycamore Park, Glasnevin, Dublin 11"
5186,dublin,374950, Semi-Detached House,"1 Albert College Avenue, Glasnevin, Dublin 9"
5187,dublin,324950, Semi-Detached House,"42 Clonshaugh Avenue, Clonshaugh, Dublin 17"
5188,dublin,510000, Terraced House,"4 Orby Way, The Gallops, Leopardstown, Dublin 18"
5189,dublin,385000, Semi-Detached House,"8 The Nurseries, Forest Road, Swords, Co. Dublin"
5190,dublin,359000, End of Terrace House,"25 Quarry Road, Cabra, Dublin 7"
5191,dublin,925000, Detached House,"""Tai Mo Shan"" 718 Howth Road, Blackbanks, Raheny, Dublin 5"
5192,dublin,220000, Semi-Detached House,"Sundale Parade, Tallaght, Dublin 24"
5193,dublin,625000, Semi-Detached House,"34 Walnut Avenue, Courtlands, Off Griffith Avenue, Drumcondra, Dublin 9"
5194,dublin,495000, Semi-Detached House,"60 St. Fintan's Villas, Deans Grange, Co. Dublin"
5195,dublin,250000, Semi-Detached House,"Kildare Road, Crumlin, Dublin 12"
5196,dublin,350000, Semi-Detached House,"Walkinstown Avenue, Walkinstown, Dublin 12"
5197,dublin,295000, End of Terrace House,"37A McAuley Drive, Artane, Dublin 5"
5198,dublin,575000, End of Terrace House,"49 Chelsea Gardens, Clontarf, Dublin 3"
5199,dublin,340000, Semi-Detached House,"1 Finnscourt, Finnstown Clositers, Lucan, Co. Dublin"
5200,dublin,295000, Terraced House,"64 Knocknarea Avenue, Drimnagh, Dublin 12"
5201,dublin,274950, Semi-Detached House,"31 Monasterboice Road, Crumlin, Dublin 12"
5202,dublin,210000, Semi-Detached House,"61 Sundale Park, Tallaght, Dublin 24"
5203,dublin,384950, Semi-Detached House,"212 Hillcrest Park, Glasnevin, Dublin 11"
5204,dublin,225000, End of Terrace House,"41 Sherrard Avenue, Dublin 1"
5205,dublin,239500, Terraced House,"29 Pinebrook Lawn, Huntstown, Dublin 15"
5206,dublin,420000, Terraced House,"13 Brookwood Road, Artane, Dublin 5"
5207,dublin,275000, Terraced House,"23 Clonliffe Avenue, Ballybough, Dublin 3"
5208,dublin,219950, Terraced House,"40 St. Mark's Gardens, Clondalkin, Dublin 22"
5209,dublin,595000, Semi-Detached House,"34 Frankfort Park, Dundrum, Dublin 14"
5210,dublin,274950, Semi-Detached House,"5 St. George's Road, Finglas, Dublin 11"
5211,dublin,475000, Terraced House,"9 Camden Buildings, Camden Street, Dublin 2"
5212,dublin,750000, Terraced House,"Mews Houses, The Stables, The Rise, Mount Merrion, Co. Dublin"
5213,dublin,325000, End of Terrace House,"26 Connolly Gardens, Inchicore, Dublin 8"
5214,dublin,750000, Detached House,"88 Clon Brugh, Sandyford, Dublin 18"
5215,dublin,325000, Terraced House,"22 Russell Avenue, Drumcondra, Dublin 3"
5216,dublin,385000, End of Terrace House,"39 Drury Mills, Saggart, Co. Dublin"
5217,dublin,290000, Terraced House,"6 The Crescent, Melrose Park, Kinsealy, Co. Dublin"
5218,dublin,2950000, Detached House,"Kilfenora, 16 Temple Gardens, Rathmines, Dublin 6"
5219,dublin,199950, End of Terrace House,"2 Abbotstown Avenue, Finglas, Dublin 11"
5220,dublin,265000, Terraced House,"22 Annagh Court, Waterville, Blanchardstown, Dublin 15"
5221,dublin,650000, Semi-Detached House,"2 Vernon Park, Clontarf, Dublin 3"
5222,dublin,1195000, Semi-Detached House,"36 Albany Road, Ranelagh, Dublin 6"
5223,dublin,369000, Semi-Detached House,"15 Mount Symon Avenue, Clonsilla, Dublin 15"
5224,dublin,274950, Terraced House,"41 Kildare Road, Crumlin, Dublin 12"
5225,dublin,875000, Semi-Detached House,"4 North Avenue, Mount Merrion, Co. Dublin"
5226,dublin,625000, Detached House,"65 Cremorne, Knocklyon, Dublin 16"
5227,dublin,274950, Semi-Detached House,"163 Jamestown Road, Finglas, Dublin 11"
5228,dublin,2600000, Detached House,"125 Leinster Road, Rathmines, Dublin 6"
5229,dublin,255000, Terraced House,"12 Castlegrange Row, Castaheany, Blanchardstown, Dublin 15"
5230,dublin,265000, End of Terrace House,"5 Silken Park Avenue, Dublin 24, Citywest, Co. Dublin"
5231,dublin,600000, Detached House,"San Guida, New Road, Clondalkin, Dublin 22"
5232,dublin,274950, End of Terrace House,"84 Derry Road, Crumlin, Dublin 12"
5233,dublin,765000, Detached House,"15 Laraghcon, Lucan, Co. Dublin"
5234,dublin,450000, Terraced House,"56 Chapelgate, St. Alphonsus Road, Drumcondra, Dublin 9"
5235,dublin,450000, Terraced House,"41 Philipsburgh Terrace, Marino, Dublin 3"
5236,dublin,480000, Detached House,"1 St. Andrews Green, The Fairways, Lucan, Co. Dublin"
5237,dublin,470000, Detached House,"10 Garrai Linn, Balrothery, Co. Dublin"
5238,dublin,745000, Terraced House,"Bellevue Road, Glenageary, Co. Dublin"
5239,dublin,725000, Terraced House,"4 Bed House, Auburn Green, Rochestown Avenue, Glenageary, Co. Dublin"
5240,dublin,290000, Terraced House,"6 Briarfield Grove, Kilbarrack, Dublin 5"
5241,dublin,1900000, Detached House,"Ashley, Hainault Road, Foxrock, Dublin 18"
5242,dublin,2950000, Detached House,"Glenheather, Brennanstown Road, Foxrock, Dublin 18"
5243,dublin,1995000, Semi-Detached House,"Ashdoonan, 32 Silchester Road, Glenageary, Co. Dublin"
5244,dublin,1150000, Semi-Detached House,"43 Dartry Road, Dartry, Dublin 6"
5245,dublin,1800000, Semi-Detached House,"11 Ailesbury Gardens, Ballsbridge, Dublin 4"
5246,dublin,325000, End of Terrace House,"34 The Court, High Park, Grace Park Road, Drumcondra, Dublin 9"
5247,dublin,300000, Terraced House,"70 Loreto Avenue, Rathfarnham, Dublin 14"
5248,dublin,550000, Semi-Detached House,"36 Orwell Woods, Rathgar, Dublin 6"
5249,dublin,385000, Semi-Detached House,"2 Clanhugh Road, Donnycarney, Dublin 5"
5250,dublin,199000, Terraced House,"4 Dunsink Park, Finglas, Dublin 11"
5251,dublin,325000, End of Terrace House,"24 Mangerton Road, Drimnagh, Dublin 12"
5252,dublin,1150000, Detached House,"4 Leinster Lawn, Clonskeagh, Dublin 14"
5253,dublin,1495000, Terraced House,"7 Eden Park, Glasthule, Co. Dublin"
5254,dublin,350000, Semi-Detached House,"18 Shanliss Way, Santry, Dublin 9"
5255,dublin,229000, Terraced House,"26 Heathfield Way, Finglas, Dublin 11"
5256,dublin,575000, Semi-Detached House,"24 Belfield Downs, Goatstown, Dublin 14"
5257,dublin,475000, Terraced House,"36 Tuscany Downs, Raheny, Dublin 5"
5258,dublin,885000, Semi-Detached House,"22 Nutgrove Park, Clonskeagh, Dublin 14"
5259,dublin,350000, Terraced House,"41 St. Thomas Road, The Tenters, South Circular Road, Dublin 8"
5260,dublin,340000, Semi-Detached House,"20 The Grove Grange Manor, Lucan, Co. Dublin"
5261,dublin,695000, Detached House,"41 Stillorgan Wood, Upper Kilmacud Road, Stillorgan, Co. Dublin"
5262,dublin,260000, End of Terrace House,"60 Gurteen Park, Ballyfermot, Dublin 10"
5263,dublin,395000, Semi-Detached House,"37 Hilltown Grove ,Rivervalley, Swords, Co. Dublin"
5264,dublin,315000, End of Terrace House,"9 Kennelsfort Road Upper, Palmerstown, Dublin 20"
5265,dublin,450000, Semi-Detached House,"1 Dalkey Court, Dalkey, Co. Dublin"
5266,dublin,335000, Terraced House,"2 Cruagh Green, Stepaside, Dublin 18"
5267,dublin,415000, Semi-Detached House,"25 Rathlyon Grove, Ballycullen, Dublin 24"
5268,dublin,1750000, Semi-Detached House,"28 St Alban's Park, Sandymount, Dublin 4"
5269,dublin,385000, End of Terrace House,"51 Sutton Grove, Sutton, Dublin 13"
5270,dublin,430000, Semi-Detached House,"38 Maple Drive, Laurel Lodge, Castleknock, Dublin 15"
5271,dublin,2750000, Detached House,"Wilfield House, 45 Sandymount Avenue, Sandymount, Dublin 4"
5272,dublin,325000, Semi-Detached House,"53 Delaford Avenue, Knocklyon, Dublin 16"
5273,dublin,895000, Semi-Detached House,"576 Howth Road, Raheny, Dublin 5"
5274,dublin,230000, Terraced House,"42 Hampton Woods, Balbriggan, Co. Dublin"
5275,dublin,227500, Terraced House,"6 Claddagh Road, Ballyfermot, Dublin 10"
5276,dublin,460000, Semi-Detached House,"1 Coppinger Walk, Blackrock, Co. Dublin"
5277,dublin,1650000, Terraced House,"Sydenham House, Corrig Ave, Dun Laoghaire, County Dublin, Dun Laoghaire, Co. Dublin"
5278,dublin,845000, Terraced House,"27 Mornington Road, Ranelagh, Dublin 6"
5279,dublin,900000, Detached House,"Redgarth, Coast Road, Malahide, Co. Dublin"
5280,dublin,395000, Semi-Detached House,"18 Parkside Square, Balgriffin, Dublin 13"
5281,dublin,199000, Semi-Detached House,"56 Wheatfield Grove, Clondalkin, Dublin 22"
5282,dublin,590000, Townhouse,"28 Martin Street, Portobello, Dublin 8"
5283,dublin,480000, Detached House,"7 Redwood, Hollystown, Dublin 15"
