,county,price,house_type,house_address
9871,kildare,199950, Semi-Detached House,"3 The Pastures, Monasterevin, Monasterevin, Co. Kildare"
9872,kildare,329000, Terraced House,"30 The Green, Newtown Hall, Maynooth, Co. Kildare"
9873,kildare,380000, Semi-Detached House,"64 The Grove, Celbridge, Co. Kildare"
9874,kildare,289000, Semi-Detached House,"132 College Wood Manor, Clane, Co. Kildare"
9875,kildare,325000, Semi-Detached House,"134 Priory Square, St Raphaels Manor, Celbridge, Co. Kildare"
9876,kildare,750000, Detached House,"87 Leinster Wood, Carton Demesne, Maynooth, Co. Kildare"
9877,kildare,255000, End of Terrace House,"26 Laurel Wood, Kilcullen, Co. Kildare"
9878,kildare,200000, Detached House,"Main Street, Kill, Co. Kildare"
9879,kildare,250000, Semi-Detached House,"8 Old Chapel Grove, Carragh, Co. Kildare"
9880,kildare,145000, Semi-Detached House,"2 Killeen Gardens, Athy, Co. Kildare"
9881,kildare,290000, Detached House,"15 Treacy Meadows, Newbridge, Co. Kildare"
9882,kildare,275000, Semi-Detached House,"7 The Green, Newtown Manor, Kill, Co. Kildare"
9883,kildare,319000, Semi-Detached House,"14 The Walk, Oldtown Mill, Celbridge, Co. Kildare"
9884,kildare,635000, Detached House,"Bridge House, Ashfield Bridge, Broadford, Co. Kildare"
9885,kildare,229950, Semi-Detached House,"47 Curragh Plains, Kildare, Co. Kildare"
9886,kildare,295000, Detached House,"Woodpark, Rathangan, Co. Kildare"
9887,kildare,215000, Semi-Detached House,"16 The Drive, Graigavern Lodge, Monasterevin, Co. Kildare"
9888,kildare,395000, Detached House,"38 Kilbelin Abbey, Newbridge, Co. Kildare"
9889,kildare,269000, End of Terrace House,"4 Ryebridge Way, Kilcock, Co. Kildare"
9890,kildare,395000, Semi-Detached House,"31 Parklands Square, Maynooth, Co. Kildare"
9891,kildare,395000, Detached House,"40 Kingsfurze Avenue, Naas, Co. Kildare"
9892,kildare,220000, Detached House,"Gouleyduff, Athy, Co. Kildare"
9893,kildare,340000, Semi-Detached House,"189 Riverforest, Leixlip, Co. Kildare"
9894,kildare,190000, Semi-Detached House,"64 White Castle Lawns, Athy, Co. Kildare"
9895,kildare,275000, Terraced House,"14 Alexandra Walk, Clane, Co. Kildare"
9896,kildare,260000, Semi-Detached House,"922 St Patrick's Park, Celbridge, Co. Kildare"
9897,kildare,429000, Detached House,"28 Kings Court, Naas, Co. Kildare"
9898,kildare,329950, Detached House,"Blackhall, Calverstown, Co. Kildare"
9899,kildare,1200000, Detached House,"Flemington South, Mullacash, Naas, Co. Kildare"
9900,kildare,329950, Detached House,"""Laurel Lodge"", Blackhall, Kilcullen, Co. Kildare"
9901,kildare,130000, End of Terrace House,"1 Convent View Crescent, Clonmullin, Athy, Co. Kildare"
9902,kildare,279000, Semi-Detached House,"4 Rochford Avenue, Bakers Walk, Kilcock, Co. Kildare"
9903,kildare,190000, Terraced House,"2148 Highfield Estate, Newbridge, Co. Kildare"
9904,kildare,260000, Detached House,"Castlesize, Clane Road, Sallins, Co. Kildare"
9905,kildare,455000, Detached House,"Firmount West , Firmount Cross, Clane, Co. Kildare"
9906,kildare,305000, Semi-Detached House,"12 Priory Way, St. Raphaels Manor, Celbridge, Co. Kildare"
9907,kildare,450000, Semi-Detached House,"1 Glen Easton Grove, Leixlip, Co. Kildare"
9908,kildare,270000, Terraced House,"2 bedroom terraced house, Castle Farm, Naas, Co. Kildare"
9909,kildare,220000, End of Terrace House,"16 College Wood Manor, Clane, Co. Kildare"
9910,kildare,340000, Detached House,"149 The Grove, Celbridge, Co. Kildare"
9911,kildare,425000, Detached House,"4 Carrighill Lower, Calverstown, Kilcullen, Co. Kildare"
9912,kildare,199950, Terraced House,"24 Bishop Rogan Park, Kilcullen, Co. Kildare"
9913,kildare,635000, Semi-Detached House,"31 Leinster Wood, Carton Demesne, Maynooth, Co. Kildare"
9914,kildare,299950, Detached House,"14 The Court, Cnoc na Greine, Kilcullen, Co. Kildare"
9915,kildare,280000, Terraced House,"115 The Drive, Hazelhatch Park, Celbridge, Co. Kildare"
9916,kildare,260000, Detached House,"Hawthorn Drive, Oldgrange, Monasterevin, Co. Kildare"
9917,kildare,365000, Detached House,"Green Lane, Lowtown, Kilmeague, Kilmeage, Co. Kildare"
9918,kildare,219950, Semi-Detached House,"18 Ferns Dale, Monasterevin, Co. Kildare"
9919,kildare,395000, Semi-Detached House,"Silken Vale, Maynooth, Co. Kildare"
9920,kildare,540000, Detached House,"Number 2 Grangemore Manor, Grangemore Manor, Brannockstown, Co. Kildare"
9921,kildare,250000, Semi-Detached House,"642 Curragh Farm, Dublin Road, Kildare, Co. Kildare"
9922,kildare,350000, Detached House,"Hawthorn Manor, Brockagh, Coill Dubh, Nr, Kilcock, Co. Kildare"
9923,kildare,305000, Semi-Detached House,"Hawthorn Manor, Brockagh, Coill Dubh, Nr, Sallins, Co. Kildare"
9924,kildare,159000, End of Terrace House,"47 Newbury Park, Derrinturn, Co. Kildare"
9925,kildare,624950, Detached House,"18 Pebble Hill, Maynooth, Co. Kildare"
9926,kildare,355000, Detached House,"11 Killybegs Manor, Prosperous, Co. Kildare"
9927,kildare,215000, Semi-Detached House,"39 Pomeroy Park, Rathangan, Co. Kildare"
9928,kildare,220000, Semi-Detached House,"23 Holdbrook, 15 Minutes from, Monasterevin, Co. Kildare"
9929,kildare,239000, Semi-Detached House,"22 Beaufield Gardens, Maynooth, Co. Kildare"
9930,kildare,379950, Detached House,"Burrow Manor, Kilcullen, Co. Kildare"
9931,kildare,395000, Detached House,"1 Moore Park, Newbridge, Co. Kildare"
9932,kildare,335000, Semi-Detached House,"The Yew, Aughamore, Clane, Co. Kildare"
9933,kildare,175000, Terraced House,"766 Rowanville, Kildare, Co. Kildare"
9934,kildare,180000, Semi-Detached House,"15 The Village Ballylynan, Athy, Co. Kildare"
9935,kildare,495000, Detached House,"12 The Lawns, Johnstown Manor, Johnstown Co Kildare, Johnstown, Co. Kildare"
9936,kildare,275000, Terraced House,"2 Bed Mid Terrace, Ledwill Park, Kilcock, Co. Kildare"
9937,kildare,325000, Semi-Detached House,"3 Bed Semi Detached, Ledwill Park, Kilcock, Co. Kildare"
9938,kildare,410000, Semi-Detached House,"The Weir - Large 3 Bedroom Homes, Westfield, Leixlip, Co. Kildare"
9939,kildare,259000, Detached House,"Hortland, Donadea, Co. Kildare"
9940,kildare,120000, Detached House,"Killina, Carbury, Co. Kildare"
9941,kildare,280000, Detached House,"Drehid, Carbury, Co. Kildare"
9942,kildare,540000, Detached House,"Grangemore Manor, Brannockstown, Naas, Co. Kildare"
9943,kildare,470000, Detached House,"3 Cappolis Road, Clongowes, Clane, Co. Kildare"
9944,kildare,320000, Detached House,"6 Spencer Court, Rathangan, Co. Kildare"
9945,kildare,275000, End of Terrace House,"71 Embassy Manor, Kill, Co. Kildare"
9946,kildare,195000, Semi-Detached House,"22 Glebe Court, Rathangan, Co. Kildare"
9947,kildare,890000, Detached House,"918 Ladycastle, K Club, Straffan, Co. Kildare"
9948,kildare,349500, Detached House,"3 Burrow Manor, Calverstown, Co. Kildare"
9949,kildare,170000, Townhouse,"Wallace Court, Eyre Street, Newbridge, Co. Kildare"
9950,kildare,195000, Semi-Detached House,"60 Old Mill Race, Monasterevin, Co. Kildare"
9951,kildare,370000, Detached House,"7 Kilbelin Lawns, Newbridge, Co. Kildare"
9952,kildare,347500, Semi-Detached House,"The Beech, Oldbridge Park, Osberstown, Naas, Co. Kildare"
9953,kildare,355000, Terraced House,"3 Bed Mid Terrace, Moyglare Hall, Maynooth, Co. Kildare"
9954,kildare,379000, End of Terrace House,"3 Bed End Terrace, Moyglare Hall, Maynooth, Co. Kildare"
9955,kildare,549000, Detached House,"3 Esmonde Avenue, Clane, Co. Kildare"
9956,kildare,290000, Semi-Detached House,"12 Togher Wood, Monasterevin, Co. Kildare"
9957,kildare,370000, Detached House,"20 Killenard Lodge Near, Monasterevin, Co. Kildare"
9958,kildare,335000, Detached House,"Halston, Killinane, Kilcullen, Co. Kildare"
9959,kildare,485000, Detached House,"The Digby, Finlay Park Naas, Naas, Co. Kildare"
9960,kildare,390000, Semi-Detached House,"Type B, The Connaught, Finlay Park Naas, Naas, Co. Kildare"
9961,kildare,390000, Semi-Detached House,"The Connaught, Finlay Park Naas, Naas, Co. Kildare"
9962,kildare,485000, Detached House,"The Digby, Finlay Park Naas, Naas, Co. Kildare"
9963,kildare,350000, Detached House,"355 Sundays Well, Naas, Co. Kildare"
9964,kildare,180000, Semi-Detached House,"18 Rathstewart Crescent, Athy, Co. Kildare"
9965,kildare,300000, Semi-Detached House,"58 Great Southern, Station Road, Newbridge, Co. Kildare"
9966,kildare,229950, Semi-Detached House,"5 Ros Glas Avenue, Monasterevin, Co. Kildare"
9967,kildare,390000, Detached House,"68 Kilbelin Abbey, Newbridge, Co. Kildare"
9968,kildare,510000, Detached House,"37 Kingsfurze Avenue, Naas, Co. Kildare"
9969,kildare,399000, Semi-Detached House,"1 Castledawson, Maynooth, Co. Kildare"
9970,kildare,390000, Semi-Detached House,"Finlay Park Naas, Naas, Co. Kildare"
9971,kildare,599000, Detached House,"Ballycannon, Kilcock, Co. Kildare"
9972,kildare,350000, Detached House,"Church House, Church Road, Celbridge, Co. Kildare"
9973,kildare,420000, Detached House,"12 The Green, Earl's Court, Kill, Co. Kildare"
9974,kildare,185000, Semi-Detached House,"78 Rathstewart Cresent, Athy, Co. Kildare"
9975,kildare,250000, Townhouse,"38 Alexandra Park, Clane, Co. Kildare"
9976,kildare,329950, Semi-Detached House,"64 Silken Vale, Maynooth, Co. Kildare., Maynooth, Co. Kildare"
9977,kildare,249000, Semi-Detached House,"20 Ashgrove Park, Naas, Co. Kildare"
9978,kildare,319000, Semi-Detached House,"19 Willow Lawn, Primrose Gate, Celbridge, Co. Kildare"
9979,kildare,210000, Detached House,"6 Cottage Gate, Ballylynan, Co. Kildare"
9980,kildare,235000, Semi-Detached House,"9 Woodlands Grove, Coill Dubh, Co. Kildare"
9981,kildare,605000, Detached House,"Lions Gate House, Curryhills, Prosperous, Co. Kildare"
9982,kildare,199950, Semi-Detached House,"2473 Conroy Park, Kilcullen, Co. Kildare"
9983,kildare,295000, Terraced House,"9 The Walk, Earlscourt, Kill, Co. Kildare"
9984,kildare,299950, Semi-Detached House,"25 Woodside, Leixlip, Co. Kildare"
9985,kildare,350000, Detached House,"10 Liffey Lawns, Clane, Co. Kildare"
9986,kildare,180000, Semi-Detached House,"17 Forest Park, Athy, Co. Kildare"
9987,kildare,850000, Detached House,"Villa Feliz, Kerdiffstown, Naas, Co. Kildare"
9988,kildare,327500, Semi-Detached House,"Millerstown, Kilcock, Co. Kildare"
9989,kildare,350000, Semi-Detached House,"The Laurel, Aughamore, Clane, Co. Kildare"
9990,kildare,645000, Detached House,"Sorrento, Easton Road, Leixlip, Co. Kildare"
9991,kildare,169950, Semi-Detached House,"Ballitore, Kilcullen, Co. Kildare"
9992,kildare,350000, Detached House,"The Ash, Hawthorn Manor, Brockagh, Coill Dubh, Co. Kildare"
9993,kildare,169950, Semi-Detached House,"102 Abbyfield, Ballitore, Co. Kildare"
9994,kildare,250000, Detached House,"The Beeches, Ballindrum, Athy, Co. Kildare"
9995,kildare,265000, Semi-Detached House,"71A Sallins Pier, Sallins, Co. Kildare"
9996,kildare,540000, Semi-Detached House,"15 Leinster Wood, Carton Demesne, Maynooth, Co. Kildare"
9997,kildare,375000, Semi-Detached House,"Castle Farm, Naas, Co. Kildare"
9998,kildare,335000, Semi-Detached House,"Castle Farm, Naas, Co. Kildare"
9999,kildare,305000, Terraced House,"Castle Farm, Naas, Co. Kildare"
10000,kildare,200000, Terraced House,"98 Roseberry Hill, Newbridge, Co. Kildare"
10001,kildare,765000, Detached House,"24 Leinster Wood, Carton Demesne, Maynooth, Co. Kildare"
10002,kildare,325000, Semi-Detached House,"45 The Meadows, Oldtown Mill, Celbridge, Co. Kildare"
10003,kildare,369950, Semi-Detached House,"Elsmore, Naas, Co. Kildare - 4 Bed Semi-Detached, Elsmore, Naas, Co. Kildare"
10004,kildare,344950, Terraced House,"Elsmore, Naas, Co. Kildare - 4 Bed End of Terrace, Elsmore, Naas, Co. Kildare"
10005,kildare,309950, Townhouse,"Elsmore, Naas, Co. Kildare - 3 Bed Townhouse, Elsmore, Naas, Co. Kildare"
10006,kildare,270000, Detached House,"Downings North, Prosperous, Co. Kildare"
10007,kildare,152500, Semi-Detached House,"2 Woodlands, Ard A Laoi, Castledermot, Co. Kildare"
10008,kildare,375000, Detached House,"7 The Avenue, Castletown, Celbridge, Co. Kildare"
10009,kildare,365000, Semi-Detached House,"58 Abbeyfield, Kilcock, Co. Kildare"
10010,kildare,269000, Semi-Detached House,"17 Oldtown Green, Sallins Road, Naas, Co. Kildare"
10011,kildare,312500, Terraced House,"Elsmore, Naas, Co. Kildare"
10012,kildare,369950, Semi-Detached House,"Elsmore, Naas, Co. Kildare"
10013,kildare,449000, Detached House,"9 Rochford Close, Kill, Co. Kildare"
10014,kildare,349950, Detached House,"Timolin, Moone, Co. Kildare"
10015,kildare,199950, Detached House,"Mons, Leinster Walk, Kildare, Co. Kildare"
10016,kildare,300000, Semi-Detached House,"Lakeside Park 7, Naas, Co. Kildare"
10017,kildare,159000, Semi-Detached House,"Wrightscross, Grangemellon, Athy, Co. Kildare"
10018,kildare,385000, Semi-Detached House,"21 Abbeyfield, Kilcock, Co. Kildare"
10019,kildare,550000, Detached House,"Derryvarogue, Donadea, Naas, Co. Kildare"
10020,kildare,345000, Detached House,"16 The Road, Walshestown Park, Newbridge, Co. Kildare"
10021,kildare,229000, Semi-Detached House,"12 The Park, Fernsbridge, Monasterevin, Co. Kildare"
10022,kildare,299000, Detached House,"10 Woodlawn, Allenwood, Co. Kildare"
10023,kildare,459000, Detached House,"Bridestream, Kilcock, Co. Kildare"
10024,kildare,500000, Detached House,"Glassmullen, 2A Old Greenfield, Maynooth, Co. Kildare"
10025,kildare,550000, Detached House,"Derryvarogue, Donadea, Co. Kildare"
10026,kildare,165000, Semi-Detached House,"20 Avondale Drive, Athy, Co. Kildare"
10027,kildare,495000, Detached House,"Mainham, Clane, Co. Kildare"
10028,kildare,229950, Semi-Detached House,"2 Ferns Crescent, Ferns Bridge, Monasterevin, Co. Kildare"
10029,kildare,175000, End of Terrace House,"36 Bishop Rogan Park, Kilcullen, Co. Kildare"
10030,kildare,375000, Detached House,"2 The Avenue, Walshestown Park, Newbridge, Co. Kildare"
10031,kildare,245000, Semi-Detached House,"1172 Eyrefield, Athgarvan, Co. Kildare"
10032,kildare,335000, Terraced House,"3 Bed Terrace Type B, Willouise - 3 Bed Terrace Type B, Sherlockstown Road, Sallins, Co. Kildare"
10033,kildare,315000, Terraced House,"3 Bed Duplex Type CF, Willouise 3 Bed Duplex , Sherlockstown Road, Sallins, Co. Kildare"
10034,kildare,295000, Terraced House,"Two Bed Terrace Type A, Willouise - 2 Bed Terrace Type A, Sherlockstown Road, Sallins, Co. Kildare"
10035,kildare,344950, Detached House,"Broomfield, Moone, Athy, Co. Kildare"
10036,kildare,344950, Detached House,"Moone, Kilcullen, Co. Kildare"
10037,kildare,344950, Detached House,"Broomfield, Moone, Co. Kildare"
10038,kildare,220000, Semi-Detached House,"26 Castlebawn, Kilmeage, Co. Kildare"
10039,kildare,545000, Semi-Detached House,"House Type F., Carton Wood, Maynooth, Co. Kildare"
10040,kildare,295000, Semi-Detached House,"6 The Close, Wolstan Haven, Celbridge, Co. Kildare"
10041,kildare,250000, Semi-Detached House,"624 St Patricks Park, Celbridge, Co. Kildare"
10042,kildare,320000, Semi-Detached House,"5 Thornhill Meadows, Celbridge, Co. Kildare"
10043,kildare,350000, Terraced House,"Stone House, Main Street, Celbridge, Co. Kildare"
10044,kildare,379000, Semi-Detached House,"16 Abbeycourt, Abbey Farm, Celbridge, Co. Kildare"
10045,kildare,1250000, Detached House,"""Newbury House"", Alasty, Kill On Aprrox. 12 Acres, Kill, Co. Kildare"
10046,kildare,295000, Semi-Detached House,"43 The Drive, Hazelhatch Park, Celbridge, Co. Kildare"
10047,kildare,279000, Semi-Detached House,"32 Thornhill Heights, Celbridge, Co. Kildare"
10048,kildare,455000, Semi-Detached House,"Castlewellan Park, Celbridge, Co. Kildare"
10049,kildare,650000, Detached House,"Avilion, Glenville, Dublin Road, Naas, Co. Kildare"
10050,kildare,195000, Semi-Detached House,"37 Ardreigh Walk, Athy, Co. Kildare"
10051,kildare,259500, Semi-Detached House,"House Type A, Oldgrange Wood, Oldgrange, Monasterevin, Co. Kildare"
10052,kildare,259500, Semi-Detached House,"The Glades Oldgrange Wood, Monasterevin, Co. Kildare"
10053,kildare,690000, Detached House,"923 Ladycastle, K Club, Straffan, Co. Kildare"
10054,kildare,380000, Semi-Detached House,"21 Capdoo Park, Clane, Co. Kildare"
10055,kildare,345000, Detached House,"62 Old Connell Weir, Newbridge, Co. Kildare"
10056,kildare,520000, Detached House,"29 The Crescent, Johnstown Manor, Johnstown, Co. Kildare"
10057,kildare,295000, Terraced House,"31 Millbridge Way, Naas, Co. Kildare"
10058,kildare,550000, Detached House,"Caureen View, 2 Rathmore West, Eadestown, Naas, Co. Kildare"
10059,kildare,459500, Detached House,"8 Cherry Grove, Naas, Co. Kildare"
10060,kildare,425000, Detached House,"c. 8.59 acres with Residence at Blackhall, Calverstown, Kilcullen, Co. Kildare"
10061,kildare,349950, Detached House,"Inchquire, Ballitore, Kilcullen, Co. Kildare"
10062,kildare,135000, End of Terrace House,"2065 Tullyville, Maddenstown, Kildare, Co. Kildare"
10063,kildare,450000, Detached House,"Beechlawn, Blackmiller, The Curragh, Co. Kildare"
10064,kildare,435000, Detached House,"Derrinturn, Carbury, Co. Kildare"
10065,kildare,420000, Detached House,"'The Oak', Hawthorn Manor, Brockagh, Coill Dubh, Naas, Co. Kildare"
10066,kildare,650000, Detached House,"Woodview, Delahunts Lane, Castlewarden, Kill, Co. Kildare"
10067,kildare,160000, Semi-Detached House,"18 Barrow Way, Dun Brinn, Athy, Co. Kildare"
10068,kildare,299000, Terraced House,"20 The Stableyard, Oldtown Demesne, Naas, Co. Kildare"
10069,kildare,390000, Semi-Detached House,"20 Abbeyfield, Kilcock, Co. Kildare"
10070,kildare,295000, Detached House,"Kilbelin, Newbridge, Co. Kildare"
10071,kildare,260000, Semi-Detached House,"17 Dunfierth Park, Johnstownbridge, Co. Kildare"
10072,kildare,160000, Detached House,"Ballybrack, Carbury, Co. Kildare"
10073,kildare,275000, End of Terrace House,"43 The Drive, Hazelhatch Park, Celbridge, Co. Kildare"
10074,kildare,545000, Detached House,"Greyfield, Bishopsland, Ballymore Eustace, Co. Kildare"
10075,kildare,270000, Semi-Detached House,"15 Caragh Meadows, Naas, Co. Kildare"
10076,kildare,345000, Detached House,"Allenwood, Co. Kildare"
10077,kildare,950000, Detached House,"59 Leinster Wood, Carton Demesne, Maynooth, Co. Kildare"
10078,kildare,379950, Detached House,"31 Burrow Manor, Calverstown, Kilcullen, Co. Kildare"
10079,kildare,239950, Semi-Detached House,"Temple Mills, Rathangan, Co. Kildare"
10080,kildare,389000, Detached House,"Aberfeldy House, Timahoe West, Coill Dubh, Co. Kildare"
10081,kildare,290000, Detached House,"1 The Park, College Farm, Newbridge, Co. Kildare"
10082,kildare,295000, Detached House,"197 Sundays Well, Naas, Co. Kildare"
10083,kildare,410000, Detached House,"Oak House, Broadleas Common, Ballymore Eustace, Co. Kildare"
10084,kildare,339000, Semi-Detached House,"102 Alexandra Walk, Clane, Co. Kildare"
10085,kildare,550000, Semi-Detached House,"376 Eyre Street Cottages, Eyre Street, Newbridge, Co. Kildare"
10086,kildare,385000, Detached House,"""Waverley"", Donore, Newtown, Caragh, Naas, Co. Kildare"
10087,kildare,180000, Semi-Detached House,"50a Kingsgrove, Athy, Co. Kildare"
10088,kildare,2000000, Detached House,"Beech Glebe, Straffan, Co. Kildare"
10089,kildare,575000, Detached House,"Halverstown Gate, Naas, Co. Kildare"
10090,kildare,395000, Detached House,"Ballysax, The Curragh, Co. Kildare"
10091,kildare,395000, Detached House,"Allenwood, Allenwood, Co. Kildare"
10092,kildare,297500, Townhouse,"Type D, Castlewellan Park, Celbridge, Co. Kildare"
10093,kildare,399950, Detached House,"""Garrisker"", Broadford, Co. Kildare"
10094,kildare,545000, Detached House,"Talavera, Castlebrown, Clane, Co. Kildare"
10095,kildare,745000, Detached House,"Kylebeg, Landenstown, Sallins, Co. Kildare"
10096,kildare,229000, Semi-Detached House,"16 Preston Brook, Rathangan, Co. Kildare"
10097,kildare,310000, Detached House,"Castlemitchell South, Athy, Co. Kildare"
10098,kildare,195000, Detached House,"Smallford, Athy, Co. Kildare"
10099,kildare,375000, Semi-Detached House,"The Rowan, Aughamore, Clane, Co. Kildare"
10100,kildare,415000, Detached House,"The Oak, Aughamore, Clane, Co. Kildare"
10101,kildare,425000, Detached House,"4 Carrighill Lower, Calverstown, Co. Kildare"
10102,kildare,295000, Semi-Detached House,"161 Barrington Court, Prosperous, Co. Kildare"
10103,kildare,295000, Detached House,"Curryhills, Prosperous, Co. Kildare"
10104,kildare,395950, Detached House,"Grangebeg, Kilcullen, Co. Kildare"
10105,kildare,215000, End of Terrace House,"2096 Highfield, Newbridge, Co Kildare. Newbridge, Newbridge, Co. Kildare"
10106,kildare,349500, Detached House,"3 Burrow Manor Calverstown, Kilcullen, Co. Kildare"
10107,kildare,750000, Detached House,"""Stone Way"" Irishtown Lower, Straffan, Co. Kildare"
10108,kildare,385000, Detached House,"27 Kilbelin Abbey, Newbridge, Co. Kildare"
10109,kildare,650000, Detached House,"Ballintemple, Walsh Island, Monasterevin, Co. Kildare"
10110,kildare,229950, Townhouse,"The Fir, Brocan Wood, Dublin Road, Monasterevin, Co.Kildare, Monasterevin, Co. Kildare"
10111,kildare,330000, Detached House,"The Curragh, Graigavern Lodge, Ballybrittas Near, Monasterevin, Co. Kildare"
10112,kildare,725000, Detached House,"Thistle Do, Duncreevan, Kilcock, Co. Kildare"
10113,kildare,265000, Semi-Detached House,"3 Willow Road, Connell Drive, Newbridge, Co. Kildare"
10114,kildare,320000, Detached House,"Type C, Oaktree, Tully Road, Kildare, Co. Kildare"
10115,kildare,225000, Detached House,"Castlefish, Kilcullen, Co. Kildare"
10116,kildare,485000, Detached House,"Myreling, Coolree, Robertstown, Co. Kildare"
10117,kildare,245000, Semi-Detached House,"85 The Walk, Loughbollard, Clane, Co. Kildare"
10118,kildare,595000, Detached House,"Clogheraun Brook, Staplestown, Co. Kildare"
10119,kildare,485000, Detached House,"Loughline House, Kildare, Co. Kildare"
10120,kildare,275000, Semi-Detached House,"25 Sunnyhill, Kilcullen, Co. Kildare"
10121,kildare,299500, Detached House,"1 Leer Avenue, Abbeylands, Castledermot, Co. Kildare"
10122,kildare,389000, Detached House,"Aberfeldy House, Timahoe West, Donadea, Co. Kildare"
10123,kildare,485000, Detached House,"Myreling, Coolree, Roberstown, Naas, Co. Kildare"
10124,kildare,475000, Detached House,"1 College Grove, Clane, Co. Kildare"
10125,kildare,430000, Detached House,"Ashlan, Newtown Donore, Caragh, Naas, Co. Kildare"
10126,kildare,344950, Townhouse,"Type E, Castlewellan Park, Celbridge, Co. Kildare"
10127,kildare,750000, Detached House,"Cottage Rake House, Boston Hill, Rathangan, Co. Kildare"
10128,kildare,595000, Detached House,"""Sonas"", Kilmoney South, Kildare, Co. Kildare"
10129,kildare,280000, Detached House,"Davidstown, Castledermot, Co. Kildare"
10130,kildare,283000, Semi-Detached House,"1 The Elms Oldgrange Wood, Monasterevin, Co. Kildare"
10131,kildare,545000, Detached House,"8 Oak Glynn, Blessington Road, Naas, Co. Kildare"
10132,kildare,725000, Detached House,"Creevan Lodge, Duncreevan, Kilcock, Co. Kildare"
10133,kildare,284950, Detached House,"Calverstown, Kilcullen, Co. Kildare"
10134,kildare,475000, Detached House,"House Type A, Connaught Close, Kilcock, Co. Kildare"
10135,kildare,284950, Detached House,"Spring Garden Cottage, Calverstown, Co. Kildare"
10136,kildare,349000, Semi-Detached House,"176 Crodaun Forest, Celbridge, Co. Kildare"
10137,kildare,415000, Semi-Detached House,"1 Rockfield Rise, Maynooth, Co. Kildare"
10138,kildare,275000, Semi-Detached House,"Brannockstown, Kilcullen, Co. Kildare"
10139,kildare,280000, Semi-Detached House,"145 Elton Court, Leixlip, Co. Kildare"
10140,kildare,344000, Semi-Detached House,"245 Morell Dale, Naas, Co. Kildare"
10141,kildare,460000, Detached House,"3 The Streams, Caragh, Naas, Co. Kildare"
10142,kildare,425000, Detached House,"Silverhills House, Ballymore Eustace, Co. Kildare"
10143,kildare,295000, Detached House,"Millfield, Clonuff, Broadford, Co. Kildare"
10144,kildare,380000, Detached House,"12 Kilbelin Abbey, Newbridge, Co. Kildare"
10145,kildare,650000, Detached House,"""Lasata"", Morell Lawns, Naas, Co. Kildare"
10146,kildare,875000, Detached House,"Downings House on c. 9½ Acre, Prosperous, Naas, Co. Kildare"
10147,kildare,165000, Terraced House,"2663 Dara Park, Newbridge, Co. Kildare"
10148,kildare,259950, Semi-Detached House,"62 Sunnyhill, Castlemartin, Kilcullen, Co. Kildare"
10149,kildare,485000, Detached House,"Maddenstown South, Kildoon, Kildare, Co. Kildare"
10150,kildare,130000, Semi-Detached House,"Ballyroe, Grangemellon, Athy, Co. Kildare"
10151,kildare,385000, Detached House,"""The Heathers"" Duneaney, Kildare, Co. Kildare"
10152,kildare,379950, Detached House,"31 Burrow Manor, Calverstown, Co. Kildare"
10153,kildare,305000, Semi-Detached House,"20 White Abbey Lawns, Kildare, Co. Kildare"
10154,kildare,175000, Terraced House,"22 Orchard Park, The Curragh, Co. Kildare"
10155,kildare,210000, Detached House,"Kellystown, Wolfhill, Via, Athy, Co. Kildare"
10156,kildare,285000, Semi-Detached House,"7 Bridgewell, Johnstownbridge, Co. Kildare"
10157,kildare,450000, Detached House,"Tollymore, Ladytown, Newbridge, Co. Kildare"
10158,kildare,285000, Detached House,"9 The Court, Graydon Manor, Robertstown, Co. Kildare"
10159,kildare,300000, Detached House,"Ardnagross, Kilmead, Co. Kildare"
10160,kildare,550000, Detached House,"Type A, Moyglare Hall, Maynooth, Co. Kildare"
10161,kildare,260000, Detached House,"Eagle Hill, Suncroft, Co. Kildare"
10162,kildare,385000, Detached House,"85 Beechpark, Leixlip, Co. Kildare"
10163,kildare,550000, Detached House,"Rathsillagh, Narraghmore, Co. Kildare"
10164,kildare,220000, Semi-Detached House,"Avondale Drive, Athy, Co. Kildare"
10165,kildare,130000, Townhouse,"66 Leinster Street, Athy, Co. Kildare"
10166,kildare,389950, Detached House,"Woodview, Nicholastown, Kilcullen, Co. Kildare"
10167,kildare,260000, Semi-Detached House,"The Cedar, Temple Mills, Rathangan, Co. Kildare"
10168,kildare,239950, Semi-Detached House,"House Type A, Temple Mills, Rathangan, Co. Kildare"
10169,kildare,498000, Detached House,"Carrighall, Robertstown, Co. Kildare"
10170,kildare,650000, Detached House,"""Lotus Lodge"", Ladychapel, Maynooth, Co. Kildare"
10171,kildare,179000, Terraced House,"2759 Corra Choill Park, Prosperous, Co. Kildare"
10172,kildare,340000, Detached House,"KNOCKNACREE, Castledermot, Co. Kildare"
10173,kildare,220000, Semi-Detached House,"20 The Road, Tannery Wharf, Rathangan, Co. Kildare"
10174,kildare,450000, Detached House,"No.4, Caragh Heights, Caragh, Naas, Co. Kildare"
10175,kildare,450000, Detached House,"No. 4, Caragh Heights, Carragh, Co. Kildare"
10176,kildare,315000, Terraced House,"Stone House Main Street, Celbridge, Co. Kildare"
10177,kildare,550000, Detached House,"Ballysax, Kilcullen, Co. Kildare"
10178,kildare,999950, Detached House,"Rosemount House, 3 Cluain Lara, Two Mile House, Co. Kildare"
